CastID,Name,DOB
1130496,Alysia Reiner,1970-7-21
4396442,Katie Sarife,
2366201,Andrew J. West,1983-11-22
1558628,Michael J Rogers,1964-5-18
0241759,Deanna Dunagan,1940-5-25
0128731,Kevin Cahoon,
9811146,Kingston Vernes,
0918195,Aaron Roman Weiner,
6627438,Lea Hutton Beasmore,
2345460,Lucas Bentley,1980-1-1
2882492,"Ruth Kaufman
(II)",
8027543,David Myers Gregory,
11682644,Jacklyn Metcalfe,
8477650,Rupert Spraul,
8417493,"John Newsom
(II)",
7200497,John Robert Armstrong,
7024122,"Kyle Cantrell
(I)",
0005188,"James Marsden
(I)",1973-9-18
0000120,"Jim Carrey
(I)",1962-1-17
2355635,"Ben Schwartz
(III)",1981-9-15
1754366,Tika Sumpter,1980-6-20
0252961,Idris Elba,1972-9-6
5625020,Natasha Rothwell,1980-10-18
1269723,Adam Pally,1982-3-18
0005245,Shemar Moore,1970-4-20
2837384,Lee Majdoub,1982-5-31
0642601,Colleen O'Shaughnessey,1971-9-15
9961714,Melody Nosipho Niemann,
0125148,"Tom Butler
(I)",1951-0-0
8442868,Brad Kalilimoku,
6976481,Krista Alvarez,
1004344,Donna Jay Fulks,
2814333,Scott Patey,
0369720,Leif Havdale,
2035497,"Johnson Phan
(I)",
0424848,"Dakota Johnson
(I)",1989-10-4
1946193,Jamie Dornan,1982-5-1
0000383,Jennifer Ehle,1969-12-29
3037833,Eloise Mumford,1986-9-24
0711559,Victor Rasuk,1984-1-15
2093766,"Luke Grimes
(I)",1984-1-21
0001315,Marcia Gay Harden,1959-8-14
1357683,Rita Ora,1990-11-26
0242882,"Max Martini
(I)",1969-12-11
0719678,Callum Keith Rennie,1960-9-14
0014803,Andrew Airlie,1961-9-18
0623604,"Dylan Neal
(I)",1969-10-8
6665157,Elliat Albrecht,
0803896,Rachel Skarsten,1985-4-23
4350371,Emily Fonda,
3424969,Anthony Konechny,
0206079,"Bruce Dawson
(I)",
0125148,"Tom Butler
(I)",1951-0-0
0000193,Demi Moore,1962-11-11
0001557,Viggo Mortensen,1958-10-20
0000843,"Anne Bancroft
(I)
(1931–2005)",1931-9-17
0000892,Jason Beghe,1960-3-12
0901926,"Daniel von Bargen
(1950–2015)",1950-6-5
0383422,John Michael Higgins,1963-2-12
0300824,Kevin Gage,1959-5-26
0913175,David Warshofsky,1961-2-23
0883008,David Vadim,1972-3-28
0004820,Morris Chestnut,1969-1-1
0005020,"Josh Hopkins
(I)",1970-9-12
0001029,Jim Caviezel,1968-9-26
0005089,Boyd Kestner,1964-11-23
0202819,Angel David,
0709078,"Stephen Ramsey
(II)",
0069131,Gregg Bello,
0934113,"Scott Wilson
(I)
(1942–2018)",1942-3-29
0421087,Lucinda Jenney,1954-4-23
0001057,Toni Collette,1972-11-1
3849842,"Sophie Turner
(IV)",1996-2-21
0836121,Michael Stuhlbarg,1968-7-5
0000147,Colin Firth,1960-9-10
2851530,Dane DeHaan,1986-2-6
3747611,Odessa Young,1998-1-11
1679669,Rosemarie DeWitt,1971-10-26
2200639,Patrick Schwarzenegger,1993-9-18
4969783,Vincent Vermignon,
0347375,Tim Guinee,1962-11-18
4609822,Olivia DeJonge,1998-4-30
5237304,Hannah Pniewski,
4556061,"Cory Scott Allen
(–2021)",
1146857,"Kevin Sizemore
(I)",1972-4-30
1495175,Justice Leak,1979-9-1
3673618,Robert Crayton,
2610597,"Ryan Lewis
(VII)",
0571930,Joel McKinnon Miller,
0000288,Christian Bale,1974-1-30
0362766,"Tom Hardy
(I)",1977-9-15
0004266,Anne Hathaway,1982-11-12
0000198,Gary Oldman,1958-3-21
0330687,Joseph Gordon-Levitt,1981-2-17
0182839,Marion Cotillard,1975-9-30
0000151,"Morgan Freeman
(I)",1937-6-1
0000323,"Michael Caine
(I)",1933-3-14
0000546,Matthew Modine,1959-3-22
0009530,Alon Aboutboul,1965-5-28
0578853,"Ben Mendelsohn
(I)",1969-4-3
1218607,Burn Gorman,1974-9-1
0839326,Daniel Sunjata,1971-12-30
0318821,Aidan Gillen,1968-4-24
1404145,"Sam Kennard
(I)",1982-2-12
2465744,Aliash Tepina,
0004801,Nestor Carbonell,1967-12-1
0191442,"Brett Cullen
(I)",1956-8-26
0175916,Paddy Considine,1973-9-5
4972453,"Olivia Cooke
(II)",1993-12-27
8458664,"Emma D'Arcy
(I)",
1741002,"Matt Smith
(XI)",1982-10-28
0869750,Steve Toussaint,1965-3-22
0078925,Eve Best,1971-7-31
0406975,Rhys Ifans,1967-7-22
4420495,Sonoya Mizuno,1986-7-1
8844328,Fabien Frankel,
6854116,Milly Alcock,
6917958,"Emily Carey
(V)",2003-4-30
1507708,Ryan Corr,1989-1-15
2131630,"Jefferson Hall
(I)",
0395257,David Horovitch,1945-8-11
0574615,Graham McTavish,1961-1-4
2765916,"Matthew Needham
(I)",1984-4-13
0665473,"Bill Paterson
(I)",1945-6-3
2418667,Gavin Spokes,
12950877,Daniel Karimyar,
12950879,Fardin Mijdzadeh,
12950880,Milad Eskandari,
7185483,Belal Faiz,
12950881,Elaha Faiz,
12950882,Zahra Mehrwarz,
12950883,Sadia Faiz,
5738781,Rashid Aitouganov,
12950884,Georg Jagunov,
12950885,Navid Nazir,
12950886,Hafiz Højmark,
12950887,Denis Rivin,
12950888,Vadim Nedaskovskij,
0578202,"Viktor Melnikov
(I)",1976-7-9
1984435,Mikhail Belinson,1959-11-8
12950889,Ditte Graa Wulff,
3214892,Bo Asdal Andersen,
12950890,The Dungeon Master,
4511652,Kelly Marie Tran,1989-1-17
5377144,Awkwafina,1988-6-2
2110418,Gemma Chan,1982-11-29
9865891,"Izaac Wang
(II)",2007-10-22
0196654,Daniel Dae Kim,1968-8-4
0938950,Benedict Wong,1970-2-20
2033115,Jona Xiao,1989-5-18
0644897,Sandra Oh,1971-7-20
8009776,Thalia Tran,2006-5-20
0814586,Lucille Soong,1935-8-15
0876138,Alan Tudyk,1971-3-16
11260551,Gordon Ip,
1901842,Dichen Lachman,1982-2-22
8773928,"Patti Harrison
(II)",1990-10-31
0661864,"Jon Park
(III)",
0437646,Sung Kang,1972-4-8
7153883,Sierra Katow,
5224900,"Ross Butler
(II)",1990-5-17
0000138,Leonardo DiCaprio,1974-11-11
0000701,Kate Winslet,1975-10-5
0000708,"Billy Zane
(I)",1966-2-24
0000870,"Kathy Bates
(I)",1948-6-28
0004920,"Frances Fisher
(I)",1952-5-11
0001784,"Gloria Stuart
(1910–2010)",1910-7-4
0000200,"Bill Paxton
(1955–2017)",1955-5-17
0384060,"Bernard Hill
(I)",1944-12-17
0001831,"David Warner
(I)",1941-7-29
0001255,Victor Garber,1949-3-16
0404993,"Jonathan Hyde
(I)",1948-5-21
0000751,Suzy Amis,1962-1-5
0008656,Lewis Abernathy,
0143167,Nicholas Cascone,1963-4-20
0755972,Anatoly M. Sagalevitch,1938-9-5
0001572,Danny Nucci,1968-9-15
0058029,"Jason Barry
(I)",1972-12-14
0829380,"Ewan Stewart
(I)",1957-10-8
0262635,"Chris Evans
(V)",1981-6-13
1551130,Keke Palmer,1993-8-26
0169806,Taika Waititi,1975-8-16
0812307,Peter Sohn,1977-10-18
2499064,Uzo Aduba,1981-2-10
0000981,James Brolin,1940-7-18
0708293,"Efren Ramirez
(I)",1973-10-2
0926086,Isiah Whitlock Jr.,1954-9-13
0815831,Dale Soules,1946-10-2
0568056,Mary McDonald-Lewis,1953-9-24
0000110,Kenneth Branagh,1960-12-10
0004851,Penélope Cruz,1974-4-28
0000353,Willem Dafoe,1955-7-22
0001132,Judi Dench,1934-12-9
5469396,Paapa Essiedu,
9297442,Yassine Zeroual,
4731610,Asan N'Jie,
0745860,"Michael Rouse
(II)",
0505404,Elliot Levey,1974-0-0
1507556,David Annen,
0519034,"Joseph Long
(I)",
5121393,Andy Apollo,
2301662,Hadley Fraser,1980-4-21
5397459,Daisy Ridley,1992-4-10
1502434,Leslie Odom Jr.,1981-8-6
4213457,Ziad Abaza,
3335517,Nari Blair-Mangat,
9389251,"Luke Brady
(VII)",
2257207,Daniel Kaluuya,1989-2-24
4129745,"Allison Williams
(V)",1988-4-13
0925966,Bradley Whitford,1959-10-10
0001416,Catherine Keener,1959-3-23
2655177,Caleb Landry Jones,1989-12-7
5436968,"Marcus Henderson
(III)",
3340597,Betty Gabriel,1981-1-6
3147751,LaKeith Stanfield,1991-8-12
0740535,"Stephen Root
(I)",1951-11-17
2577076,"Lil Rel Howery
(I)",1979-12-17
2214493,Ashley LeConte Campbell,1962-3-19
0932847,"John Wilmot
(I)",
0488255,Caren L. Larkey,
4152547,"Julie Ann Jones
(II)",1958-11-19
0186657,Rutherford Cravens,
1046808,Geraldine Singer,
6162435,Yasuhiko Oyama,
0378800,"Richard Herd
(I)
(1932–2020)",1932-9-26
0001811,"Peter Ustinov
(1921–2004)",1921-4-16
0001201,Mia Farrow,1945-2-9
0531546,"Simon MacCorkindale
(1952–2010)",1952-2-12
0000945,Jane Birkin,1946-12-14
0001042,"Lois Chiles
(I)",1947-4-15
0000012,"Bette Davis
(I)
(1908–1989)",1908-4-5
0277424,"Jon Finch
(I)
(1942–2012)",1942-3-2
0001377,"Olivia Hussey
(I)",1951-4-17
0424102,"I.S. Johar
(1920–1984)",1920-2-16
0001421,"George Kennedy
(I)
(1925–2016)",1925-2-18
0001450,"Angela Lansbury
(I)",1925-10-16
0000057,"David Niven
(I)
(1910–1983)",1910-3-1
0001749,"Maggie Smith
(I)",1934-12-28
0912001,"Jack Warden
(1920–2006)",1920-9-18
0028674,"Harry Andrews
(I)
(1911–1989)",1911-11-10
0910737,"Sam Wanamaker
(1919–1993)",1919-6-14
0347015,"François Guillaume
(I)",1947-6-24
0382799,"Barbara Hicks
(I)
(1924–2013)",1924-8-12
2394794,Karen Gillan,1987-11-28
0169806,Taika Waititi,1975-8-16
0000288,Christian Bale,1974-1-30
0000204,Natalie Portman,1981-6-9
0000128,Russell Crowe,1964-4-7
0695435,"Chris Pratt
(I)",1979-6-21
0000354,Matt Damon,1970-10-8
1165110,Chris Hemsworth,1983-8-11
0565250,"Melissa McCarthy
(I)",1970-8-26
1935086,Tessa Thompson,1983-10-3
0000554,"Sam Neill
(I)",1947-9-14
1526352,Jaimie Alexander,1984-3-12
1292661,Luke Hemsworth,1980-11-5
0348231,"Sean Gunn
(I)",1974-5-22
0750971,Simon Russell Beale,1961-1-12
9339457,Akosia Sabet,
5661368,Sean Rohani,
2551407,Mark Casimir Dyniewicz Jr.,1971-4-29
0000375,Robert Downey Jr.,1965-4-4
0262635,"Chris Evans
(V)",1981-6-13
0749263,Mark Ruffalo,1967-11-22
1165110,Chris Hemsworth,1983-8-11
0424060,Scarlett Johansson,1984-11-22
0719637,Jeremy Renner,1971-1-7
0000332,Don Cheadle,1964-11-29
0748620,"Paul Rudd
(I)",1969-4-6
1212722,Benedict Cumberbatch,1976-7-19
1569276,"Chadwick Boseman
(1976–2020)",1976-11-29
0488953,Brie Larson,1989-10-1
4043618,"Tom Holland
(X)",1996-6-1
2394794,Karen Gillan,1987-11-28
0757855,"Zoe Saldana
(I)",1978-6-19
1431940,Evangeline Lilly,1979-8-3
1935086,Tessa Thompson,1983-10-3
0000623,"Rene Russo
(I)",1954-2-17
0647634,"Elizabeth Olsen
(I)",1989-2-16
1519666,Eddie Redmayne,1982-1-6
0000179,Jude Law,1972-12-29
3009232,"Ezra Miller
(I)",1992-9-30
0283945,Dan Fogler,1976-10-20
1776151,Cara Mahoney,1993-5-26
0586568,Mads Mikkelsen,1965-11-22
2239702,Katherine Waterston,1980-3-3
5304426,Poppy Corby-Tuech,
3007817,Maja Bloom,
5438664,Paul Low-Hang,
0837223,Alison Sudol,1984-12-23
4360085,Callum Turner,
0185404,"Richard Coyle
(I)",1972-2-27
1790970,"Jessica Williams
(II)",1989-7-31
6251140,Wilf Scolding,
7417369,Kazeem Tosin Amore,
4358340,Noor Dillan-Night,
0618986,William Nadylam,
0305558,Gael García Bernal,1978-11-30
3043279,Vicky Krieps,1983-10-4
0001722,Rufus Sewell,1967-10-29
1842974,"Alex Wolff
(I)",1997-11-1
5057169,Thomasin McKenzie,2000-7-26
3880181,Abbey Lee,1987-6-12
0025458,Nikki Amuka-Bird,1976-2-27
0504962,"Ken Leung
(I)",1970-1-21
7340546,Eliza Scanlen,1999-1-6
7543974,"Aaron Pierre
(I)",
0001110,Embeth Davidtz,1965-8-11
2047170,Emun Elliott,1983-11-28
5216475,Alexa Swinton,
0358390,Gustaf Hammarsten,1967-9-2
0149910,Kathleen Chalfant,1945-1-14
0247754,Francesca Eastwood,1993-8-7
9842062,Nolan River,
8724554,Luca Faustino Rodriguez,
0350453,Jake Gyllenhaal,1980-12-19
5584344,Yahya Abdul-Mateen II,1986-7-15
2555462,Eiza González,1990-1-30
0226813,Garret Dillahunt,1964-11-24
1218757,Keir O'Donnell,1978-11-8
7878293,"Jackson White
(III)",
2274369,Olivia Stambouliah,1982-4-10
9458718,Moses Ingram,
6018521,Colin Woodell,1991-12-20
2336180,Cedric Sanders,1982-4-26
0553436,"A Martinez
(I)",1948-9-27
1883803,"Jesse Garcia
(III)",1982-0-0
1504678,Jose Pablo Cantillo,1979-3-30
0907353,"Wale
(I)",1984-9-21
4231435,Devan Chandler Long,
13476426,Randazzo Marc,
2963873,Victor Gojcaj,1983-3-9
10885888,Briella Guiza,
1567113,Jessica Chastain,1977-3-24
1940449,"Andrew Garfield
(I)",1983-8-20
0427728,"Cherry Jones
(I)",1956-11-21
0000352,Vincent D'Onofrio,1959-6-30
1458132,Mark Wystrach,1979-12-17
0415382,Sam Jaeger,1977-1-29
1209413,Louis Cancelmi,
0646192,Gabriel Olds,1972-3-24
0499791,Fredric Lehne,1959-2-3
6718679,Chandler Head,
0401132,Jay Huguley,1966-7-26
1112969,"Dan Johnson
(I)",
1093988,Michael MacCauley,
0654372,"Grant Owens
(I)",1939-11-27
2546388,Coley Campany,
3254270,Craig Newkirk,
4996050,Wes Jetton,
1422176,"Jess Weixler
(I)",1981-6-8
0001125,Benicio Del Toro,1967-2-19
0004778,Adrien Brody,1973-4-14
0842770,Tilda Swinton,1960-11-5
2244205,Léa Seydoux,1985-7-1
0000531,Frances McDormand,1957-6-23
3154303,Timothée Chalamet,1995-12-27
6891947,Lyna Khoudri,1992-10-3
0942482,"Jeffrey Wright
(I)",1965-12-7
0023832,Mathieu Amalric,1965-10-25
0661950,"Steve Park
(I)",
0000195,"Bill Murray
(I)",1950-9-21
0005562,"Owen Wilson
(I)",1968-11-18
0000837,"Bob Balaban
(I)",1945-8-16
0001857,Henry Winkler,1945-10-30
0809135,"Lois Smith
(I)",1930-11-3
1727825,Tony Revolori,1996-4-28
1616970,Denis Ménochet,1976-9-18
0683978,Larry Pine,1945-3-3
8823152,Rosalie Chiang,
0644897,Sandra Oh,1971-7-20
6205098,Ava Morse,
7490724,"Hyein Park
(II)",
10826558,Maitreyi Ramakrishnan,2001-12-29
4093657,Orion Lee,
0387395,Wai Ching Ho,1943-11-16
12315349,Tristan Allerick Chen,
0157937,Lori Tan Chinn,
1682509,Mia Tagano,
8781499,Sherry Cola,1989-11-10
6440595,"Lillian Lim
(II)",
0393222,"James Hong
(I)",1929-2-22
3332894,"Jordan Fisher
(I)",1994-4-24
3906552,Finneas O'Connell,1997-7-30
10277997,Topher Ngo,
11757729,Grayson Villanueva,
3684188,Josh Levi,1998-10-7
0000255,Ben Affleck,1972-8-15
1869101,Ana de Armas,1988-4-30
0504832,Tracy Letts,1965-7-4
11096472,"Grace Jenkins
(II)",
0005231,Dash Mihok,1974-5-24
0004761,Rachel Blanchard,1976-3-19
1393354,"Kristen Connolly
(II)",1980-7-12
8624059,Jacob Elordi,1997-6-26
2577076,"Lil Rel Howery
(I)",1979-12-17
1676629,"Brendan Miller
(I)",
5159709,"Jade Fernandez
(II)",
1587729,Finn Wittrock,1984-10-28
3252387,"Michael Braun
(XII)",
2154316,Devyn A. Tyler,1991-5-7
3264358,Michael Scialabba,
2142326,"Jeff Pope
(III)",1976-9-27
3806295,Paul Teal,
3281079,Juliet Brett,1993-4-20
1519666,Eddie Redmayne,1982-1-6
2239702,Katherine Waterston,1980-3-3
0837223,Alison Sudol,1984-12-23
0283945,Dan Fogler,1976-10-20
0714866,Sam Redford,
2580832,"Scott Goldman
(V)",
0072758,"Tim Bentinck
(I)",1953-6-1
0846925,"Tristan Tait
(I)",1971-8-2
0268199,"Colin Farrell
(I)",1976-5-31
0384732,Tom Clarke Hill,
0799252,Matthew Sim,
0608090,"Samantha Morton
(I)",1977-5-13
3009232,"Ezra Miller
(I)",1992-9-30
7500671,Faith Wood-Blagrove,2004-0-0
2893183,"Jenn Murray
(I)",
3270798,"Cory Peterson
(I)",
0688351,Lucie Pohl,1983-0-0
0106998,Peter Breitmayer,1965-5-29
11879379,Jude Hill,
11888099,Lewis McAskie,
1495520,Caitríona Balfe,1979-10-4
1946193,Jamie Dornan,1982-5-1
0001132,Judi Dench,1934-12-9
0001354,Ciarán Hinds,1953-2-9
0907905,"Josie Walker
(I)",1970-0-0
12260920,Freya Yates,
12225877,Nessa Eriksson,
10031166,"Charlie Barnard
(III)",
11848155,Frankie Hastings,
11705174,Máiréad Tyers,
11584191,Caolan McCarthy,
11002572,Ian Dunnett Jnr,
0540585,"Michael Maloney
(I)",1957-6-19
7107447,"Lara McDonnell
(I)",2003-11-7
9111156,Chris McCurry,
10155819,Rachel Feeney,
4533533,Chinatsu Akasaki,
2594314,Aya Endô,1980-2-17
2573928,Kana Hanazawa,1989-2-25
0370582,Show Hayami,1958-8-2
2106149,"Yu Hayashi
(I)",1983-4-2
2174227,"Satoshi Hino
(I)",1978-8-4
2095800,"Marina Inoue
(I)",1985-1-20
1778495,Shizuka Itô,1980-12-5
0412628,Mitsuo Iwata,1967-7-31
1878161,Subaru Kimura,1990-6-29
4262853,"Mikako Komatsu
(I)",1988-11-11
1069584,Rie Kugimiya,1979-5-30
1425287,Takaya Kuroda,1967-4-17
7835996,Risae Matsuda,1993-7-16
6929958,Satsumi Matsuda,1993-7-17
4303311,Yoshitsugu Matsuoka,1986-9-17
0586528,Shin'ichirô Miki,1968-3-18
0594074,Kotono Mitsuishi,1967-12-8
1694524,N.T. Rama Rao Jr.,1983-5-20
2776304,"Ram Charan
(I)",1985-3-27
0222426,Ajay Devgn,1969-4-2
1017633,Alia Bhatt,1993-3-15
11324543,"Olivia Morris
(VII)",
1328152,Shriya Saran,1982-9-11
0829032,"Ray Stevenson
(I)",1964-5-25
0233145,Alison Doody,1966-11-11
2284321,Samuthirakani,
6252873,"Chandra Sekhar
(II)",
0221218,Makrand Deshpande,1966-3-6
1960306,Rajeev Kanakala,
8412322,Rahul Ramakrishna,
4535968,Edward Sonnenblick,
8858156,Varun Buddhadev,2006-5-26
9908220,Spandan Chaturvedi,
12533113,Ovais Singstar,
1204791,"Mark Bennington
(I)",
1500155,Robert Pattinson,1986-5-13
2368789,Zoë Kravitz,1988-12-1
0942482,"Jeffrey Wright
(I)",1965-12-7
0268199,"Colin Farrell
(I)",1976-5-31
0200452,Paul Dano,1984-6-19
0001806,John Turturro,1957-2-28
0785227,Andy Serkis,1964-4-20
0765597,Peter Sarsgaard,1971-3-7
4422686,Barry Keoghan,1992-10-17
11123883,Jayme Lawson,
4909175,Gil Perez-Abraham,
0567945,"Peter McDonald
(I)",1972-1-28
0642126,"Con O'Neill
(I)",1966-8-15
0273159,Alex Ferns,1968-10-13
0672303,Rupert Penry-Jones,1970-9-22
1017942,Kosha Engler,1977-11-28
10706149,Archie Barnes,
8940462,Janine Harouni,1988-1-3
4043618,"Tom Holland
(X)",1996-6-1
3918035,Zendaya,1996-9-1
1212722,Benedict Cumberbatch,1976-7-19
8188622,Jacob Batalon,1996-10-9
0269463,"Jon Favreau
(I)",1966-10-19
0004937,Jamie Foxx,1967-12-13
0000353,Willem Dafoe,1955-7-22
0000547,"Alfred Molina
(I)",1953-5-24
0938950,Benedict Wong,1970-2-20
1727825,Tony Revolori,1996-4-28
0000673,Marisa Tomei,1964-12-4
1940449,"Andrew Garfield
(I)",1983-8-20
0001497,Tobey Maguire,1975-6-27
3886028,Angourie Rice,2001-1-1
1573892,Arian Moayed,1980-4-15
0628420,Paula Newsome,
2868110,Hannibal Buress,1983-2-4
0771414,Martin Starr,1982-7-30
0000288,Christian Bale,1974-1-30
0005132,"Heath Ledger
(1979–2008)",1979-4-4
0001173,Aaron Eckhart,1968-3-12
0000323,"Michael Caine
(I)",1933-3-14
0350454,Maggie Gyllenhaal,1977-11-16
0000198,Gary Oldman,1958-3-21
0000151,"Morgan Freeman
(I)",1937-6-1
1010931,Monique Gabriela Curnen,1970-9-7
0212939,"Ron Dean
(I)",1938-8-15
0614165,Cillian Murphy,1976-5-25
1977856,Chin Han,1969-11-27
0004801,Nestor Carbonell,1967-12-1
0000616,"Eric Roberts
(I)",1956-4-18
0182662,Ritchie Coster,1967-7-1
0001309,Anthony Michael Hall,1968-4-14
0843775,Keith Szarabajka,1952-12-2
0568801,"Colin McFarlane
(I)",1961-9-15
0367176,Joshua Harto,1979-1-9
0814280,Kang-ho Song,1967-1-17
1310525,Sun-kyun Lee,1975-3-2
1856097,Yeo-jeong Cho,1981-2-10
6079248,Choi Woo-sik,1990-3-26
6476224,So-dam Park,1991-9-8
7553003,Lee Jeong-eun,
4525883,Jang Hye-jin,
3745391,Park Myeong-hoon,
7616095,Ji-so Jung,
10700274,Hyun-jun Jung,2011-11-8
4522499,Keun-rok Park,1983-12-23
10860732,Yi-Seo Jung,1993-8-13
11261148,Jae-myeong Jo,
10215504,Ik-han Jung,
11044243,Kyu-baek Kim,
11432327,Hwang In Kyung,
9086195,Ahn Seong-Bong,
11432328,Kim Jin Hyung,
10036531,Harry Trevaldwyn,
4478685,Samson Kayo,
0784818,Peter Serafinowicz,1972-7-10
3906046,Danielle Vitalis,
2394794,Karen Gillan,1987-11-28
3008739,"Rob Delaney
(II)",1977-1-19
6074326,Chris Witaske,
13538811,Audrina Woolrich,
13538812,Grant Woolrich,
7960400,Guz Khan,
7210025,Maria Bakalova,1996-6-4
1983888,Vir Das,
0005182,"Leslie Mann
(I)",1972-3-26
3304457,Nick Kocher,
2957717,Iris Apatow,
0050959,Pedro Pascal,1975-4-2
13117756,Galen Hopper,
1221047,Keegan-Michael Key,1971-3-22
0334318,"Stephen Graham
(I)",1973-8-3
0733172,Vinette Robinson,1981-0-0
8420166,Alice Feetham,
1110435,Ray Panthaki,1979-1-20
2648214,"Hannah Walters
(I)",
3142672,Malachi Kirby,1989-9-20
9287628,Izuka Hoyle,
7501381,Taz Skylar,
10251159,Lauryn Ajufo,
0002076,Jason Flemyng,1966-9-25
0264525,Lourdes Faberes,1975-2-14
10019144,Daniel Larkai,
6551323,"Robbie O'Neill
(II)",
10441597,Áine Rose Daly,
8142076,Rosa Escoda,
10207153,"Stephen McMillan
(IV)",
3238734,Thomas Coombes,
2389290,Gary Lamont,1985-3-1
0000182,"Jennifer Lopez
(I)",1969-7-24
0005562,"Owen Wilson
(I)",1968-11-18
8349062,Maluma,1994-1-28
4263213,"John Bradley
(XXIV)",1988-9-15
0798971,Sarah Silverman,1970-12-1
5668548,Chloe Coleman,2008-11-23
2345104,Michelle Buteau,1977-7-24
2965096,Khalil Middleton,
6335261,Kat Cunning,
6550537,Taliyah Whitaker,
8134958,Diego Lucano,
4054776,Brady Noon,
4074112,Connor Noon,
9561688,Ryan Foust,
13352096,Léah Jiménez Zelaya,
13200755,Tristan-Lee Edwards,
11508306,Scarlett Earls,
8806555,Olivia Chun,
2976580,Jessie Buckley,1989-12-28
1239499,Rory Kinnear,1976-2-17
4587360,Gayle Rankin,
5469396,Paapa Essiedu,
0636426,Noomi Rapace,1979-12-28
1671512,Anamaria Marinca,1978-4-1
2129444,Alice Englert,1994-6-15
7794816,Sara Klimoska,1994-7-27
1929018,Carloto Cotta,1984-1-31
9029751,Félix Maritaud,1992-12-12
1671184,Arta Dobroshi,1980-10-2
1077497,Verica Nedeska,1978-0-0
0728432,"Irena Ristic
(I)",1975-1-26
1357278,Daniel Kovacevic,1980-0-0
2961216,Kamka Tocinovski,1979-6-27
2862189,"Predrag Vasic
(I)",1997-10-30
0043324,Jasmina Avramovic,1960-10-28
8527657,Djordje Misina,
12608112,Anastasija Karanovich,
9136246,Teodor Vincic,
5837322,Djordje Zivadinovic Grgur,1990-2-12
11886538,"Milos Pantic
(III)",
4497612,Greg Cohan,
8134170,George Schewnzer,
8134169,"Janice Young
(II)",
3944814,Daniel Steere,
6916005,"Claire Hsu
(I)",
2009087,Nicholas M. Garofolo,
4219529,Alyssa Kempinski,1990-10-19
3217399,Fernando Pacheco De Castro,
7392511,Chase Schutter,
4906931,Alec Lambert,
3318325,Jesse Turits,
6968656,Jiechang Yang,
0901807,Aurelio Voltaire,1967-1-25
5867394,"David Sokol
(I)",
4445500,Pat Hroncich,
3670910,"Dan Rhoades
(I)",
3945100,Kathleen Steere,
4175128,Douglas Saint James,
0705356,Daniel Radcliffe,1989-7-23
0342488,Rupert Grint,1988-8-24
0001321,"Richard Harris
(I)
(1930–2002)",1930-10-1
0001749,"Maggie Smith
(I)",1934-12-28
0001059,Robbie Coltrane,1950-3-30
1196732,Saunders Triplets,
0789716,"Fiona Shaw
(I)",1958-7-10
0577982,"Harry Melling
(I)",1989-3-13
0341743,"Richard Griffiths
(I)
(1947–2013)",1947-7-31
0212600,"Derek Deadman
(1940–2014)",1940-3-11
0001324,"Ian Hart
(I)",1964-10-8
1089198,Ben Borowiecki,
0001116,"Warwick Davis
(I)",1970-2-3
0873942,"Verne Troyer
(1969–2018)",1969-1-1
0000457,"John Hurt
(1940–2017)",1940-1-22
0107101,Richard Bremmer,1953-1-27
0813893,Geraldine Somerville,1967-5-19
0852442,"Harry Taylor
(I)",
0001467,Jared Leto,1971-12-26
1741002,"Matt Smith
(XI)",1982-10-28
5245722,Adria Arjona,1992-4-25
0364813,"Jared Harris
(I)",1961-8-24
0879085,"Tyrese Gibson
(I)",1978-12-30
1371339,Al Madrigal,
0000474,"Michael Keaton
(I)",1951-9-5
9485683,Zaris-Angel Hator,
1035368,"Joe Ferrara
(I)",
6339026,Charlie Shotwell,2007-7-17
10795427,Joseph Esson,
11078354,"Jason Rennie
(IV)",
13539276,Aryan Moaven,
13539277,Christopher Louridas,
6220510,Oliver Bodur,
6664537,"Tom Forbes
(IV)",
8014044,Clara Rosager,
0424819,"Corey Johnson
(I)",1961-5-17
0000129,Tom Cruise,1962-7-3
0000209,"Tim Robbins
(I)",1958-10-16
0000534,Kelly McGillis,1957-7-9
0000174,Val Kilmer,1959-12-31
0000381,"Anthony Edwards
(I)",1962-7-19
0000643,"Tom Skerritt
(I)",1933-8-25
0000461,Michael Ironside,1950-2-12
0007082,"John Stockwell
(I)",1961-3-25
0875613,Barry Tubb,1963-2-13
0001685,Rick Rossovich,1957-8-28
0319739,Clarence Gilyard Jr.,1955-12-24
0399531,Whip Hubley,1957-5-17
0866055,James Tolkan,1931-6-20
0000212,"Meg Ryan
(I)",1961-11-19
0664499,Adrian Pasdar,1965-4-30
0103713,Randall Brady,
0835146,"Duke Stroud
(I)",1938-4-14
0790571,"Brian Sheehan
(I)",
4271336,Shameik Moore,1995-5-4
2159926,"Jake Johnson
(XVI)",1978-5-28
2794962,Hailee Steinfeld,1996-12-11
0991810,Mahershala Ali,1974-2-16
3109964,Brian Tyree Henry,1982-3-31
0005499,Lily Tomlin,1939-9-1
0904967,Luna Lauren Velez,1964-11-2
2368789,Zoë Kravitz,1988-12-1
1825214,John Mulaney,1982-8-26
4733752,Kimiko Glenn,1989-6-27
0000115,Nicolas Cage,1964-1-7
1063517,Kathryn Hahn,1973-7-23
0000630,Liev Schreiber,1967-10-4
